Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Loc_min;Loc_max;Sup_NL_loc
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;8;Capannoni industriali;NORMALE;P;3,8;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;10;Laboratori;NORMALE;P;5,5;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;20;Abitazioni civili;OTTIMO; ;11,4;17;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;20;Abitazioni civili;NORMALE;P;9;11,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;21;Abitazioni di tipo economico;NORMALE;P;7;8,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;21;Abitazioni di tipo economico;OTTIMO; ;8,6;11,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;13;Box;NORMALE;P;5,5;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;1;Ville e Villini;NORMALE;P;6,5;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;1;Ville e Villini;OTTIMO; ;9,6;14;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;9;Magazzini;NORMALE;P;3,2;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;5;Negozi;NORMALE;P;7,5;12,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;6;Uffici;OTTIMO;P;8,3;12;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;18;Uffici strutturati;OTTIMO;P;9,5;14;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;8;Capannoni industriali;NORMALE;P;4,8;6,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;10;Laboratori;NORMALE;P;4,3;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;20;Abitazioni civili;OTTIMO; ;13,5;17,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;20;Abitazioni civili;NORMALE;P;10;13,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;21;Abitazioni di tipo economico;OTTIMO; ;10,1;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;21;Abitazioni di tipo economico;NORMALE;P;6,5;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;13;Box;NORMALE;P;5,5;7,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;9;Magazzini;NORMALE;P;2,7;4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;5;Negozi;NORMALE;P;9;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;6;Uffici;OTTIMO;P;8,2;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;18;Uffici strutturati;OTTIMO;P;10;13,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;8;Capannoni industriali;NORMALE;P;4,3;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;10;Laboratori;NORMALE;P;4,5;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;20;Abitazioni civili;OTTIMO; ;14,1;19,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;20;Abitazioni civili;NORMALE;P;10,8;14;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;21;Abitazioni di tipo economico;OTTIMO; ;10,4;13,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;21;Abitazioni di tipo economico;NORMALE;P;7;10,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;13;Box;NORMALE;P;4,8;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;9;Magazzini;NORMALE;P;3;4,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;5;Negozi;NORMALE;P;6,7;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;6;Uffici;OTTIMO;P;7,5;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;18;Uffici strutturati;OTTIMO;P;11,5;17;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;8;Capannoni industriali;NORMALE;P;4;5,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;10;Laboratori;NORMALE;P;4;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;20;Abitazioni civili;OTTIMO; ;13,3;18,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;20;Abitazioni civili;NORMALE;P;8,7;13,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;21;Abitazioni di tipo economico;NORMALE;P;6,5;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;21;Abitazioni di tipo economico;OTTIMO; ;9,1;11,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;13;Box;NORMALE;P;6,5;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;9;Magazzini;NORMALE;P;4,2;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;5;Negozi;NORMALE;P;9;16;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;6;Uffici;OTTIMO;P;9,5;13,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;18;Uffici strutturati;OTTIMO;P;11,5;16;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;8;Capannoni industriali;NORMALE;P;4,5;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;10;Laboratori;NORMALE;P;5,5;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;20;Abitazioni civili;OTTIMO; ;13,6;22;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;20;Abitazioni civili;NORMALE;P;9,2;13,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;21;Abitazioni di tipo economico;NORMALE;P;7,3;9,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;21;Abitazioni di tipo economico;OTTIMO; ;9,9;12,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;13;Box;NORMALE;P;6,5;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;9;Magazzini;NORMALE;P;3,5;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;5;Negozi;NORMALE;P;11,5;20;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;6;Uffici;OTTIMO;P;9;15,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;18;Uffici strutturati;OTTIMO;P;11;17;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;8;Capannoni industriali;NORMALE;P;5;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;10;Laboratori;NORMALE;P;5;8,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;20;Abitazioni civili;OTTIMO; ;14,1;18;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;20;Abitazioni civili;NORMALE;P;10,5;14;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;21;Abitazioni di tipo economico;OTTIMO; ;9,6;14;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;21;Abitazioni di tipo economico;NORMALE;P;6;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;13;Box;NORMALE;P;5,7;8,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;9;Magazzini;NORMALE;P;3,2;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;5;Negozi;NORMALE;P;9;11,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;5;Negozi;OTTIMO; ;12;17,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;6;Uffici;OTTIMO;P;10;16;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;18;Uffici strutturati;OTTIMO;P;9,5;14,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;8;Capannoni industriali;NORMALE;P;4;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;10;Laboratori;NORMALE;P;4,5;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;20;Abitazioni civili;NORMALE;P;10;15;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;20;Abitazioni civili;OTTIMO; ;15,1;20;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;21;Abitazioni di tipo economico;OTTIMO; ;9,1;14;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;21;Abitazioni di tipo economico;NORMALE;P;7;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;13;Box;NORMALE;P;5,7;8,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;9;Magazzini;NORMALE;P;3,2;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;5;Negozi;NORMALE;P;9;12;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;5;Negozi;OTTIMO; ;12,1;21;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;6;Uffici;OTTIMO;P;11;17;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;18;Uffici strutturati;OTTIMO;P;13,5;19;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;8;Capannoni industriali;NORMALE;P;4;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;10;Laboratori;NORMALE;P;4,5;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;20;Abitazioni civili;OTTIMO;P;14;20;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;13;Box;OTTIMO;P;6;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;9;Magazzini;OTTIMO;P;3,5;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;5;Negozi;NORMALE;P;16;27;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;6;Uffici;OTTIMO;P;9,5;15;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;18;Uffici strutturati;OTTIMO;P;13;18,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;8;Capannoni industriali;NORMALE;P;4;6,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;10;Laboratori;NORMALE;P;5,2;8,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;20;Abitazioni civili;OTTIMO; ;13,6;22;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;20;Abitazioni civili;NORMALE;P;9,5;13,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;21;Abitazioni di tipo economico;NORMALE;P;6,9;8,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;21;Abitazioni di tipo economico;OTTIMO; ;9;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;13;Box;NORMALE;P;5,5;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;9;Magazzini;NORMALE;P;4;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;5;Negozi;OTTIMO; ;12,6;21;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;5;Negozi;NORMALE;P;9,5;12,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;6;Uffici;OTTIMO;P;8,5;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;18;Uffici strutturati;OTTIMO;P;12;17;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;8;Capannoni industriali;NORMALE;P;4;6,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;10;Laboratori;NORMALE;P;5;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;20;Abitazioni civili;OTTIMO; ;11;14,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;20;Abitazioni civili;NORMALE;P;8,2;10,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;21;Abitazioni di tipo economico;OTTIMO; ;9,1;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;21;Abitazioni di tipo economico;NORMALE;P;6,6;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;13;Box;NORMALE;P;5;7,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;1;Ville e Villini;OTTIMO; ;8,2;9,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;1;Ville e Villini;NORMALE;P;6;8,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;9;Magazzini;NORMALE;P;2,8;4,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;5;Negozi;NORMALE;P;6,1;11,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;6;Uffici;OTTIMO;P;4,9;7,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;18;Uffici strutturati;OTTIMO;P;8,7;12;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;8;Capannoni industriali;NORMALE;P;2,7;4,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;10;Laboratori;NORMALE;P;2,8;4,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;20;Abitazioni civili;OTTIMO; ;12,3;16,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;20;Abitazioni civili;NORMALE;P;9,6;12,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;21;Abitazioni di tipo economico;NORMALE;P;6,2;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;21;Abitazioni di tipo economico;OTTIMO; ;7,9;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;13;Box;NORMALE;P;4,3;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;9;Magazzini;NORMALE;P;1,8;3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;5;Negozi;NORMALE;P;6,1;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;6;Uffici;OTTIMO;P;7,5;10,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;18;Uffici strutturati;OTTIMO;P;10,5;14,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;8;Capannoni industriali;NORMALE;P;3,2;4,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;10;Laboratori;NORMALE;P;3,8;5,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;20;Abitazioni civili;OTTIMO; ;9,1;11,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;20;Abitazioni civili;NORMALE;P;6;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;21;Abitazioni di tipo economico;OTTIMO; ;6;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;21;Abitazioni di tipo economico;NORMALE;P;4,2;5,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;13;Box;NORMALE;P;4;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;9;Magazzini;NORMALE;P;2;3,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;5;Negozi;NORMALE;P;4;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;6;Uffici;OTTIMO;P;6,8;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;18;Uffici strutturati;OTTIMO;P;7,8;12,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;8;Capannoni industriali;NORMALE;P;3,6;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;10;Laboratori;NORMALE;P;3,4;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;20;Abitazioni civili;OTTIMO; ;9,1;14;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;20;Abitazioni civili;NORMALE;P;7;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;21;Abitazioni di tipo economico;OTTIMO; ;7;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;21;Abitazioni di tipo economico;NORMALE;P;5,2;6,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;13;Box;NORMALE;P;4;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;9;Magazzini;NORMALE;P;2,2;3,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;5;Negozi;NORMALE;P;7;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;6;Uffici;OTTIMO;P;7,3;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;18;Uffici strutturati;OTTIMO;P;10;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;8;Capannoni industriali;NORMALE;P;3,4;4,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;10;Laboratori;NORMALE;P;3,7;5,8;L
